,Date,User,Tweet
54,2022-12-20 19:47:59+00:00,simran_bainss,….. I just found out my moms had a capital one credit card this entire time. I want to fucking d word
55,2022-12-20 19:33:45+00:00,lolgeselle,Ps if you need a credit card &amp; need a referral code/link for chase or capital one - I gotchu. Two banks I personally highly recommend 💰
56,2022-12-20 19:30:08+00:00,GigDriver,"Need a new credit card, check out capital one there a great card. I have a couple with them.  Use this link and it will help me out. Thank you very much! @capitalone #Creditcard #visa #money #cash #Mastercard @AskCapitalOne  https://t.co/UjFwkt8M6h #rtitbot https://t.co/efyb2eSNwT"
57,2022-12-20 19:09:03+00:00,BoardingArea,19 Things I Love About The Capital One Venture X Card https://t.co/oXif4cGPao via @garyleff https://t.co/4GVYIYV9mc
58,2022-12-20 18:56:18+00:00,MarleyLocQueen,Okay capital one for the increase on my credit card💪🏾
59,2022-12-20 18:55:27+00:00,Visit__World,Capital One Venture X Card 75K Bonus Miles Offer https://t.co/7vSErkyVyJ #Globetrotters #Travel #TravelTips #Touring #CityGuide #CityBreak #Photo #Tourism #Hotel #Resort #Adventure #TravelGuide
60,2022-12-20 18:50:09+00:00,BoardingArea,Capital One Venture X Card 75K Bonus Miles Offer https://t.co/10tBiFLLH9 via @OneMileataTime https://t.co/7cd4M8HZMY
61,2022-12-20 18:49:53+00:00,OneMileataTime,Capital One Venture X Card 75K Bonus Miles Offer https://t.co/q1jlYPvs7r https://t.co/PgXwjtTYvV
62,2022-12-20 18:37:56+00:00,low_ye2,"Here’s my Capital One credit card referral link. Before you apply, you can check if you’re pre-approved with no impact to your credit score: https://t.co/iYyouZZvPy"
63,2022-12-20 18:35:38+00:00,BricktuckyBum,"Here’s my Capital One credit card referral link. Before you apply, you can check if you’re pre-approved with no impact to your credit score: https://t.co/WJ8pa3dP3W"
64,2022-12-20 17:59:34+00:00,hollywouldpro,@ErasTourResell has anyone had your capital one card reject the purchase? and how do you fix it?!!!
65,2022-12-20 17:45:23+00:00,StubFeed,new publication from https://t.co/WDw1ZxOHeJ Capital One Venture card review The Capita... https://t.co/N7wmEekuzH https://t.co/xeFgM9RqVM
66,2022-12-20 17:41:11+00:00,KatieKotarski,"I would have had @taylorswift13 tickets for Philly but despite having zero balance on my @CapitalOne card, having everything all planned out and set up properly… Capital One decided to decline my card due to “fraud” on @TMFanSupport Thanks Capital One🤮"
67,2022-12-20 17:37:14+00:00,AskCapitalOne,"@JadeBarton44 Gotcha! We are the US team for Capital One. For assistance on a UK product please contact them at the number on the back of your card, or by clicking here https://t.co/L2tuLAXxDg. You can also find them on Twitter: @askcapitaloneUK and Facebook: https://t.co/b4rvnGxKXh ^NP"
68,2022-12-20 17:23:54+00:00,kimberlya_ortiz,@ErasTourResell What about waitlisted people or who have a Capital One card? 🤞🏽
69,2022-12-20 16:47:43+00:00,AskCapitalOne,"@sashajwilson Hey, Sasha! Could you please let us know if you are referencing a- US, UK or Canada Capital One credit card account? ^SW https://t.co/8rlLS3lXH5"
70,2022-12-20 16:39:40+00:00,gustxvvoo2,@agoklani1995 @Jonah_FBA capital one spark card has 2% CB on everything
71,2022-12-20 16:00:00+00:00,ForbesAdvisor,"Capital One Venture X Rewards Credit Card tops our list with 75,000 miles as a welcome bonus. Here are other cards that made it to our list.  https://t.co/6sn1YRxvxm"
72,2022-12-20 15:30:46+00:00,_jennjenn13,All hope of getting an Eras’ Tour email had died.. but then I realized the capital one card I signed up for to try to get presale will give me enough points to fly  to an international show and it would be cheaper than buying resale tickets here. Hope restored! #paris #londonboy
73,2022-12-20 15:20:09+00:00,DaisyMayMN,"@gorgeousdibbles I was trying for any of the shows in Boston and also got waitlisted 😩 Signed up for Capital One card to get in on presale, no luck. Ended up using that card to buy re-sale tix in Denver (where they seemed to be “cheapest”. Eating ramen for the rest of the year 🤦🏻‍♀️"
74,2022-12-20 15:02:36+00:00,Chyna525,"Want to apply for a credit card! Check out capital oneB try secure Here’s my Capital One credit card referral link. Before you apply, you can check if you’re pre-approved with no impact to your credit score: https://t.co/nxi2XrC7Hl #capitalone"
75,2022-12-20 15:02:04+00:00,Chyna525,"Want to apply for a credit card! Check out capital oneB try secure Here’s my Capital One credit card referral link. Before you apply, you can check if you’re pre-approved with no impact to your credit score: https://t.co/b22hjLknfT"
76,2022-12-20 13:41:43+00:00,Skypris315,Capital One has a commercial playing on YT with a scenario where someone uses their credit card for fake freemium game microtransaction character upgrade. 🤢
77,2022-12-20 13:32:51+00:00,DVDJXX,Capital One is a garbage company and never open up an account or credit card with them
78,2022-12-20 11:57:29+00:00,Dirty_deedz69,@MrOverUnder Damn I can’t bet anything. Capital one is blocking my card on FanDuel 😭
79,2022-12-20 10:43:02+00:00,cardnewsJP,[NEWS]  Capital One Platinum card review: Build positive credit - ZDNet https://t.co/unF3pErBiQ
80,2022-12-20 09:07:59+00:00,scotty_pnw,"@Ctofurr502 Oh yeah my mom usually just says ""I'm assuming you're okay with a Venmo?"" And I'm like ""yasss Kimberly bless my capital one card that's begging for a payment"""
81,2022-12-20 09:01:24+00:00,ffllc20,Capital One Venture X Rewards Card Review – Is It Worth It? https://t.co/JWBiqefn59
82,2022-12-20 07:35:01+00:00,adriennalashae_,"Here’s my Capital One credit card referral link. Before you apply, you can check if you’re pre-approved with no impact to your credit score: https://t.co/C7bGTlLK2J"
83,2022-12-20 06:35:07+00:00,GigDriver,"Need a new credit card, check out capital one there a great card. I have a couple with them.  Use this link and it will help me out. Thank you very much! @capitalone #Creditcard #visa #money #cash #Mastercard @AskCapitalOne  https://t.co/UjFwkt8M6h #rtitbot https://t.co/8wNeTGbaho"
84,2022-12-20 06:25:27+00:00,cardnewsJP,[NEWS]  Capital One Walmart Rewards Card Review: Cash Back at Walmart - GOBankingRates https://t.co/PLBVh3vavJ
85,2022-12-20 05:44:35+00:00,asianstirrfry,I just remembered how my debit card #s are different to the #s on my capital one app but it’s basically the same account 😐
86,2022-12-20 04:26:29+00:00,RB_Webcity,Capital One Venture Card Review 2023 https://t.co/gPQlut9rvE
87,2022-12-20 04:01:22+00:00,DarkBro521,"Take control of your financial future. 

Here’s my Capital One credit card referral link. Before you apply, you can check if you’re pre-approved with no impact to your credit score: https://t.co/ybD0EJUogo"
88,2022-12-20 03:42:34+00:00,perSEO_perse,Chase Sapphire Preferred vs Capital One Venture Credit Card Review 2023 https://t.co/cBWdqiU4kQ https://t.co/WuDoT42vtc
89,2022-12-20 03:09:48+00:00,jin_galore,"Here’s my Capital One credit card referral link. Before you apply, you can check if you’re pre-approved with no impact to your credit score: https://t.co/iAJjUnA6nF"
90,2022-12-20 01:11:30+00:00,BeautifulLoveTJ,"Here’s my Capital One credit card referral link. Before you apply, you can check if you’re pre-approved with no impact to your credit score: https://t.co/V12fkI7M9o"
91,2022-12-20 01:06:41+00:00,jamieowen115,"Here’s my Capital One credit card referral link. Before you apply, you can check if you’re pre-approved with no impact to your credit score: https://t.co/XIFeOfrCLU"
92,2022-12-20 00:34:13+00:00,BrandonZGunning,"@_WEEXIAO @aridutilh Venture X is good but it depends on what you spend on. Capital One Savor is better with 3x on dining/entertainment/groceries, and you can get 2x on the Apple Card or the WF Active Cash Card (Apple card doesn't integrate with budgeting software so it's annoying)"
93,2022-12-20 00:26:40+00:00,work_vibes,"Here’s my Capital One credit card referral link. Before you apply, you can check if you’re pre-approved with no impact to your credit score: https://t.co/GA1f5s5ER1"
94,2022-12-20 00:18:09+00:00,thefrugalexpat1,"If you are looking for a new travel credit card, have you thought of the Capital One Venture X? 

https://t.co/O8JBwDTjH4"
95,2022-12-20 00:17:37+00:00,cedar_news,Capital One Venture card review https://t.co/pJZNr6FtvH
96,2022-12-20 00:13:15+00:00,JEFFREYLKLUMP,Capital One Venture card review https://t.co/uruXHws30t
97,2022-12-19 23:43:02+00:00,TheCvgun123,"Here’s my Capital One credit card referral link. Before you apply, you can check if you’re pre-approved with no impact to your credit score: https://t.co/2pHSwB32O7"
98,2022-12-19 23:00:55+00:00,UpdatesFinance2,Capital One Venture X Rewards Card Review https://t.co/pEoNMDVVfp
99,2022-12-19 22:58:53+00:00,weekndwhitecoat,"@JayBWealth 1. Don’t be too proud to apologize, life is too short 
2. Invest in every crash you can. 
3. Take the risk and open that business early. 
4. Don’t get that capital one card"
100,2022-12-19 22:42:52+00:00,BAINBRIDGEFAIRY,"I NEED MY CAPITAL ONE
GREEN VISA CARD
GREY QUICKSILVER MASTERCARD 🍊🍋 https://t.co/ohhZOOoEVz"
101,2022-12-19 21:12:47+00:00,studiedfinance,Capital One Venture X Rewards Card Review https://t.co/68zHUIiBeE
102,2022-12-19 20:50:37+00:00,ellelovexo,@LaceyDLuisa @mistress_btc I lost my capital one bank account and credit card because of two ad site charges on the CC from 9 months prior… banned for life from Cap1. They and other banks run internal audits and delete accounts with charges from adult sites. 🚨
103,2022-12-19 19:56:19+00:00,jamesustby,"Credit Card Hack: I called Capital One about a charge that I didn't authorize that went through when I was at the gym..

After they resolved that I asked if they could waive the $95 annual fee and they said yes and credited my acct"
104,2022-12-19 19:40:19+00:00,will_e_777,@purpledinocast one of those capital one antonellis cheese commercials was just on.  And I just noticed they CGI’d in the woman’s hand that’s holding the fucking credit card
105,2022-12-19 19:19:49+00:00,_WEEXIAO,"@aridutilh can't go wrong with chase ecosystem to start, but if you're just thinking of a one-off card the capital one venture x is great - 

-2X on everything
-$300 annual travel credit &amp; 10k ($100) miles yearly 

has a $395 annual fee but traveling just once yearly cancels it out"
106,2022-12-19 19:15:46+00:00,TatwTia,"@ProjectZo Capital one is good, to start building your credit. After that I would get a card that offers cash back."
107,2022-12-19 17:46:53+00:00,Antoine3355,"Here’s my Capital One credit card referral link. Before you apply, you can check if you’re pre-approved with no impact to your credit score: https://t.co/qzZU7jV5Kr"
108,2022-12-19 17:36:25+00:00,Onlystackss,Damn why capital one approve me for a second credit card😭😭😭😭😭
109,2022-12-19 17:27:46+00:00,DrKabookenstein,"I have a Capital One credit card and really like it. You should check them out. If you decide to apply for a card, use this link https://t.co/sxw2kwPiiR; if you're approved, I'll get a referral bonus."
110,2022-12-19 16:15:49+00:00,AskCapitalOne,"@Paulaj1984 Hey there! We are the US team for Capital One. For assistance on a UK product please contact them at the number on the back of your card, or by clicking here https://t.co/L2tuLAXxDg. You can also find them on Twitter: @askcapitaloneUK and Facebook: https://t.co/b4rvnGxKXh ^NP"
111,2022-12-19 15:55:37+00:00,weallgotcrowns7,@invisiblesmoke3 I was getting this error using a capital one card. I just realized that your name and address need to match exactly how you have it in your payment settings with Ticketmaster. https://t.co/EEvnplM4Cd
112,2022-12-19 15:45:02+00:00,Mike1625,"@garyleff credit card strategy question. (and I plan to use the links on view from the wing) - time for a new card for me, and I need points I can redeem for hotel rooms, was looking at the venture cards from Capital One, ultimately want the X card for the lounge access but ...."
113,2022-12-19 15:27:05+00:00,EKSwiftie2,@taylorswisters1 @TMFanSupport is it a capital one card? mine never worked in the verified fan sale and i had to switch to my discover
114,2022-12-19 14:45:13+00:00,Trek_Maestro,What’s faster? Watch us race from Barcelona to Madrid by high-speed train and plane: Best card for premium perks while traveling #CapitalOne Venture X Rewards Credit Card Apply for Capital One Venture X Rewards Credit Card TPG Editor‘s … https://t.co/exBCovGEBM
115,2022-12-19 14:34:18+00:00,papermidnights,"Here’s my Capital One credit card referral link. Before you apply, you can check if you’re pre-approved with no impact to your credit score:

https://t.co/rrhmOuwqc9"
116,2022-12-19 14:32:50+00:00,papermidnights,"CAPITAL ONE REFERRAL LINK

if 3 people use my link to sign up for a cap one card before the end of the month my card will be entirely paid off!

https://t.co/rrhmOuwqc9"
117,2022-12-19 11:21:09+00:00,GivingCuppa,"/2 Auto Loans segment looks even worse than Credit Card Business from a credit quality perspective
Capital One is viewed by many as a monoliner focused on credit cards. However, the bank also has exposure to #Car  loans."
118,2022-12-19 11:14:48+00:00,PrettiKammy25,"Here’s my Capital One credit card referral link. Before you apply, you can check if you’re pre-approved with no impact to your credit score: https://t.co/ryTAgl9wLv"
119,2022-12-19 11:04:33+00:00,Lupesblessing2,"Banks that offer pre-approval 
Bank of America 
Capital one 
Apple card HIGHLY RECOMMEND 
Discover HIGHLY RECOMMEND 
Fnbo HIGHLY RECOMMEND"
120,2022-12-19 09:52:36+00:00,AyTechnologys,Capital One Platinum Secured Credit Card Review: A Sensible Opportunity to Build Credit https://t.co/bdLyu4DAxK
121,2022-12-19 05:30:14+00:00,AyTechnologys,Capital One VentureOne Rewards Credit Card Review https://t.co/Hn5qKCzl43
122,2022-12-19 04:58:15+00:00,AyTechnologys,Capital One Platinum Credit Card Review https://t.co/b028NlSyVS
123,2022-12-19 03:17:42+00:00,AyTechnologys,Capital One Quicksilver Secured Cash Rewards Credit Card https://t.co/DxbwshlwnD
124,2022-12-19 02:46:18+00:00,AyTechnologys,Capital One® QuicksilverOne® Cash Rewards Credit Card Review https://t.co/6lUe2b7eka
125,2022-12-19 01:55:49+00:00,JonHess415,@scott73187192 @theDividendKid I have a Capital One card but I never use it. Should see what it offers.
126,2022-12-19 01:48:21+00:00,machecazzodicii,"@notmadimarie Personally no, I have the United card and it's *ok* I get free pre check and I get free checked bags but there's definitely better ones. I really like my capital one card so see if they have a good travel card. Amex too!"
127,2022-12-19 01:40:31+00:00,AyTechnologys,Capital One Quicksilver Student Cash Rewards Credit Card https://t.co/aoIVNSgtfq
128,2022-12-19 01:21:34+00:00,scott73187192,@theDividendKid @JonHess415 I use a savor card (capital one) gives 4% on dining and entertainment. Gives 2% on groceries and 1% on everything else. As long as you are paying it off monthly it’s actually another tool to buld up money to use later.
129,2022-12-19 01:07:35+00:00,AyTechnologys,Capital One SavorOne Student Cash Rewards Credit Card Review https://t.co/LLMCpHLWTc
130,2022-12-19 00:43:45+00:00,odds_n,"Here’s my Capital One credit card referral link. Before you apply, you can check if you’re pre-approved with no impact to your credit score: https://t.co/xh7pLYaQ8o"
131,2022-12-19 00:38:01+00:00,odds_n,"Here’s my Capital One credit card referral link. Before you apply, you can check if you’re pre-approved with no impact to your credit score: https://t.co/xh7pLYsZmw"
132,2022-12-18 23:37:54+00:00,vanayillaswirl,"The thing I hate about my Chase Sapphire card, is you get the points the next billing cycle. 
With Capital One Venture, you get the points as soon as the transaction clears."
133,2022-12-18 22:26:37+00:00,kay13eee,@captnbrincrunch @TMFanSupport Honestly @Ticketmaster has screwed up massively! They have “no record” of a ticket that I was charged for during the Capital One sale. I received no confirmation email and have no tickets in my account but they still charged my card. They are refusing to help me it’s ridiculous!
134,2022-12-18 21:37:04+00:00,Despite37,@lawrence_haugh @Breaking911 I honestly love Capital One.  Venture X card ftw.
135,2022-12-18 21:08:00+00:00,HeatherMcCutc11,Hey @Ticketmaster can I get a $111 back on my capital one card? That’s the difference in what I paid for my floor ticket versus what people are paying this week for the @taylorswift13  tickets you by some act of god came up with. I am glad fans are getting tickets but this is BS
136,2022-12-18 19:40:19+00:00,HollyOlivarez9,"Here’s my Capital One credit card referral link. Before you apply, you can check if you’re pre-approved with no impact to your credit score: https://t.co/YVou2Nh6Go"
137,2022-12-18 19:28:08+00:00,wabuffo,"@Tomasz_Zaton You can follow some of the monthly servicer reports of credit card issuers like Capital One.
https://t.co/zDbiKzeX5a"
138,2022-12-18 18:38:43+00:00,kiffenaustralia,"Here’s my Capital One credit card referral link. Before you apply, you can check if you’re pre-approved with no impact to your credit score: https://t.co/oFFPOZEMyo"
139,2022-12-18 12:40:24+00:00,JKK1000,"Here’s my Capital One credit card referral link. Before you apply, you can check if you’re pre-approved with no impact to your credit score: https://t.co/D80Gjgxhou"
140,2022-12-18 11:52:00+00:00,LaFlameTheGod,U a capital one credit card
141,2022-12-18 11:00:25+00:00,miles2home2005,Christmas is around the  corner . Apply Capital one Credit Card and Receive $100 Every little help with a food or Shopping . https://t.co/7tmCgoBye6
142,2022-12-18 07:07:22+00:00,kettathekutie1,I need a DUNS number crazy because I got my capital one credit card already in my business name 😬… Hope I can tie my payments to it shit
143,2022-12-18 05:28:33+00:00,btrbtg,What credit score do you need to get the Capital One Venture Rewards card? - The Points Guy: What credit score do you need to get the Capital One Venture Rewards card?  The Points Guy https://t.co/JavknVxkw0
144,2022-12-18 04:52:49+00:00,AstraFloof,@HapE_is_Proto the capital one adventure card of course
145,2022-12-18 04:40:32+00:00,BetsyNY,@financebuzz Capital One is the worst credit card ever!! This is serious fake news
146,2022-12-18 04:14:28+00:00,Joann_Moon2014,Keep getting things from capital one saying I’m pre approved for a credit card so I finally applied for one
147,2022-12-18 00:20:21+00:00,ebookopedia,Is Capital One Venture X Card’s $395 Annual Fee Worth it? #blogengage @thefrugalexpat1 https://t.co/xRmX0MdyVJ RT @blogengage https://t.co/mmMRxYPYSb
148,2022-12-17 22:30:37+00:00,slywink1429,"@nikkidelgardo @Ticketmaster @TMFanSupport Capital One flagged my card for fraud the second time too, even though I talked to them and they said they would clear the charge. I’m ready to scream!! I just got an email from Ticketmaster saying my request was tried 2x and it is now unfulfilled 😢😢"
149,2022-12-17 20:42:32+00:00,zephrinTemplar,"@CapitalOne we just cancelled our capital one card called for support after card suspended
Woman going by name of Moscow still wouldn't help us after giving her 7 pieces of info 
Think I capital one support is run by scammers
Will be looking to see if I'd now stolen"
150,2022-12-17 20:34:55+00:00,briestarks,"Bro I was this close to getting Taylor swift eras tour tickets, I was using my capital one card and the limit was 1100 and it charged it and got declined  because the tickets were 1120. 20 DOLLARS. I’m such an idiot. #TaylorSwiftTheErasTour"
151,2022-12-17 20:26:11+00:00,slywink1429,Need help with A credit card problem for Taylor Swift ticket request.@TMFanSupport Capital One had to check if it was a fraudulent request and it didn’t go through
